wikidata_id	name
Q786336	Autocrat Manufacturing Company
Q786340	ASA
Q786420	Sizaire Frères
Q786655	Nyayo Car
Q786690	AutoEuropa
Q786699	Autofioretti
Q786747	Foster Engineering Company
Q786818	AHS vehicles
Q787440	Automeccanica
Q787469	Alliance
Q787501	Automobile Craiova
Q787521	A. S.
Q787523	Ader
Q787526	Alva
Q787527	Alcyon
Q787530	Angeli
Q787532	Ariane
Q787533	Bardon
Q787534	Astatic
Q787539	Automobiles Beck
Q787540	Automobiles Barré
Q787544	Automobiles Belgica
Q787547	Automobiles Boitel
Q787549	Bignan
Q787553	Alatac
Q787561	Automobiles Claveau
Q787563	Automobiles Corona
Q787572	Dangel
Q787573	ADK
Q787580	Diederichs vehicles
Q787591	Compagnie Nationale Excelsior
Q787602	Gamma vehicles
Q787616	Automobiles Grégoire
Q787624	Imperia
Q787627	Induco
Q787629	Jean-Bart
Q787634	Automobiles Julien
Q787638	Automobiles Lambert
Q787641	Automobiles L. Rosengart
Q787646	ALP
Q787660	Automobiles Marathon
Q787670	Hommell
Q787678	Orel vehicles
Q787684	Societé Générale des Voitures Automobiles Otto
Q787701	Automobiles Perreau
Q787702	Société des Automobiles Pilain
Q787705	Porthos vehicles
Q787713	Quo Vadis
Q787719	Automobiles Rally
Q787720	Ravel vehicles
Q787721	Regina vehicles
Q787727	Société de Montage Automobile
Q787744	Rumpf vehicles
Q787750	Sigma (France) vehicles
Q787754	ASS
Q787757	Talbot-Lago
Q787760	Sinpar
Q787762	Vallée vehicles
Q787768	Villard
Q787780	Celeritas vehicles
Q787792	Automobilfabrik Orion
Q787798	Perl vehicles
Q787803	Aurea
Q787814	Marino vehicles
Q787821	Nazzaro
Q787834	Scheib vehicles
Q787909	Automotive Industries
Q788557	Autorette
Q7887491	United Australian Automobile Industries
Q789242	Autovia
Q789343	Autozodiaco
Q789528	Auverland
Q7902958	Utopian
Q7906339	V/Vm
Q791257	Avolette
Q7915320	Vapomobile
Q7920470	Venucia
Q795181	B.C. Rich
Q795235	Spyker N.V.
Q79529908	Dr Alex Rossitch
Q79533836	Alexander Rossitch DDS, PA
Q796291	BMA
Q796602	BMW Manufacturing (Thailand)
Q796752	BMW US Manufacturing Company
Q7975703	Waxahatchee
Q799049	Heim vehicles
Q7992391	Whelen Engineering Company
Q79929572	RAMS
Q7995488	White Trash Debutantes
Q799694	Badsey
Q800157	Baguley Cars
Q8022973	Wilson Automobile
Q8030218	Wolfson Microelectronics
Q803836	Baille-Lemaire
Q803840	Bailleau
Q804065	Baja vehicles
Q804320	Baker & Dale
Q804351	Baker Motor Vehicle
Q8044914	Xome
Q804631	Balandrás
Q8055734	Yorkshire Patent Steam Wagon Co.
Q806323	Bandini Automobili
Q806867	Banner Boy
Q8069041	Zendik
Q8073296	Zoe Motors
Q807948	Barclay Motors
Q808324	Barley Motor Car Co.
Q80900581	FCA Ireland
Q80900608	G. A. Brittain
Q80900652	Hennessy’s
Q80900668	Henry Ford & Son Ltd
Q80900711	Irish Exporters & Importers
Q80900874	Nissan Ireland
Q80900957	Renauto Limited
Q80901002	Toyota Ireland
Q80960651	Earlam and Christopher
Q811128	Bauchet
Q811169	Baudier vehicles
Q811358	Baughan
Q812159	Bayerische Autowerke
Q8128456	DZT Tymińscy
Q812891	Beacon Motors
Q813361	Beauford automobiles
Q813421	Beaumont
Q814713	Beijing Benz
Q814715	BAW
Q814723	Beijing Jeep Corporation
Q814825	Foton Motor
Q815075	Bel Motors
Q81548083	T. and J. Swords
Q815689	Bell Brothers
Q815799	Automobiles Bellanger Frères
Q815969	Bellier
Q816186	Belsize Motors
Q816679	Benarrow
Q818212	Bentall vehicles
Q81935798	Hookham and Carpenter
Q81965	General Motors
Q819976	HB
Q82038190	Wilkie and Robinson
Q820541	M. Caillat
Q820840	Berkeley Cars
Q822048	Bermuda Buggy vehicles
Q822406	Nissan Motor Manufacturing UK
Q822852	Automobiles Bernardet
Q823695	Alan
Q823864	Pawi
Q827306	Proton
Q8277968	Léon Bollée Automobiles
Q82817143	Taylor & Hessey
Q83017243	Memorial Society Association of Canada
Q83017274	People or Planes Committee
Q831177	VOMAG
Q832101	Moeck Musikinstrumente + Verlag
Q83319407	Richardson & Lord
Q833493	Brütsch
Q834422	Boncompagni
Q834812	Waldorf Music
Q8352675	Cupra
Q83730477	Формация Космос
Q83795388	prisoner doctor
Q83795555	prisoner male nurse
Q842268	Dongfeng Yueda Kia
Q842690	Porsche
Q843965	Gardner-Serpollet
Q844726	Fornasari
Q844871	ESP Guitars
Q84562599	Alfa Romeo F1 team (2019)
Q84593564	Jonglin & Co
Q848059	Mahindra & Mahindra
Q848490	Roland Corporation
Q848620	Rover Company
Q84953548	Sherwood, Gilbert, and Piper
Q85047637	Cal-Tex Semiconductor
Q850777	Sablatnig-Beuchelt
Q851931	Puli
Q85515966	pharmacist in Nazi concentration camp
Q85517591	SS chiefe nurse
Q85518099	SS nurse
Q85518578	SS medic
Q85518709	troops doctor
Q85519185	Kapo (Krankenrevier)
Q857057	Bieber vehicles
Q85724745	Geruzet Freres
Q857476	F. M. C. Zimmermann
Q859820	Bij 't Vuur
Q860390	Commer
Q860643	Siddeley-Deasy
Q860694	Maudslay Motor Company
Q860807	Lanchester Motor Company
Q861044	Nuffield Organization
Q861133	De Bruyne vehicles
Q861164	Peerless
Q861173	Wolseley-Siddeley
Q861183	Wilson-Pilcher
Q861187	Gordon-Keeble
Q861218	British Motor Holdings
Q861353	Guy Motors
Q863127	International Rectifier
Q86362311	Christopher Bernard
Q863675	Freescale Semiconductor
Q865016	Birchfield
Q86512457	Frères Breger
Q86660892	Beardmore Motors Ltd
Q86734001	Karoseri Laksana
Q867667	Hino Motors
Q86818072	Coklan & Co.
Q86826496	Advanced Power Electronics Corp.
Q86834492	Castaway Actors
Q869823	Karl Rönisch
Q871108	Champion
Q87111243	Sarah Loftus
Q871391	Podeus
Q872777	Allright
Q872782	Juho
Q873232	Kondor
Q874604	Victoria
Q875362	Reichenberger Automobil Fabrik vehicles
Q876029	Szawe vehicles
Q876761	Steinmetz Opel Tuning
Q87746184	Grupo Vitasana Medical Center
Q87910990	Royal Floz
Q879289	Durkopp Adler
Q879290	Verica
Q879374	Göricke vehicles
Q879416	Bjering
Q87953269	Clipping Path Creative Inc
Q880061	Black Baron
Q88008315	Wheatstone
Q880382	Black Motor Company
Q880474	Black Prince Motors Ltd.
Q881458	FAMO
Q88471629	Puritalia Automobili
Q885967	Bluebird Automotive
Q88610456	Baldwin & Co.
Q887091	Blériot
Q88724846	APIS (automobiles)
Q888422	Bobby-Alba
Q888963	Bocar
Q890303	Boes Motor & Mekanik
Q89033523	Sarah Hodge
Q890734	Bohanna Stables
Q890920	Bohse vehicles
Q89101126	Timor Putra Nasional
Q891341	Bolide
Q892177	Sharp's Commercials
Q892795	Bonneville
Q893367	Borcharding
Q893417	Borderel-Cail
Q896141	Bozier vehicles
Q8962735	Fray Mocho
Q896991	Bradley Automotive
Q897086	Bradwell
Q897579	Bramham vehicles
Q89816195	Edição da Casa do Livro Azul
Q900569	Braun
Q901268	Squier
Q902747	Bravo
Q902754	Bravo
Q905009	Hawtai
Q905456	Dadi Auto
Q908198	Brems
Q908945	Charron
Q90980412	Opel Szentgotthárd
Q91222303	Abaden Dentistas
Q912413	France Telecom
Q913474	Bricklin SV-1
Q913734	FAW-Volkswagen
Q915646	Bright Automotive
Q917192	Huachen Automotive Group Holdings Company Limited
Q917957	Bristol Motor Co vehicles
Q918042	Britannia
Q919718	Briton Motor Company
Q91971910	periodontist
Q92000350	NomnomNami
Q920034	British Salmson
Q920625	Strømmens Værksted
Q921301	Brixia-Zust
Q922918	Automobili Stanguellini
Q924624	C. Benz Söhne vehicles
Q925281	Delecroix
Q92624878	Jannarelly
Q926760	Bromme
Q928803	Brooke Cars
Q9297579	Crafter
Q93141146	Coast2Coast Auctions
Q9335261	Senate of the Free City of Danzig
Q936574	O.S.C.A.
Q936947	Divolvo
Q938876	Studebaker
Q939291	Marquette
Q940689	Fiat S.p.A.
Q94094	Aichi
Q942730	Brossel Frères
Q950092	Rae
Q95057745	F. Walschaerts, Bruxelles
Q951761	Cottin & Desgouttes
Q951857	Leyat
Q952362	Ensoniq
Q953675	De La Chapelle
Q953700	Sizaire-Naudin
Q95456172	Apex Motors
Q954827	Corre La Licorne
Q95600605	Georges Leblanc Paris
Q956756	Alenia Aermacchi
Q95677572	Hendrik Riehmer
Q9584	Honda
Q958510	Subaru of Indiana Automotive, Inc.
Q95888681	Hunan Leopaard Motors
Q959380	King's Heralds
Q95951441	Swarm Intelligence
Q95952102	Scalameriya
Q960556	Cottereau vehicles
Q96097391	GAC Gonow Automobile
Q96110015	Hane Investments
Q96179268	Yuvraj Pokharna
Q96361598	Robert Kabushenga
Q963718	Maruti Suzuki
Q96383964	Jacer
Q965315	Dansk Automobil Byggeri
Q967402	Darmont
Q968076	General Motors Japan
Q968341	Krampers
Q969502	Albatros
Q97003673	Mfr Europe
Q97012615	Manufacturas Alhambra S.L.
Q97097459	Bananagun
Q971483	Hinstin
Q972140	Altona vehicles
Q97220826	Hakuyosha Company
Q972520	Speranza Motors
Q97317410	American Rheumatism Association
Q97406648	Ridpath's Fine Furniture
Q97585737	Besomorph
Q97590953	Ruth Ann Fredenthal
Q97628027	J.I the Prince of New York
Q97668872	GBM Film Production
Q977469	De Marçay
Q97999716	Urzecze Glassworks
Q97999731	Iittala Glasshouse
Q98023922	Phoenix Glass Works
Q98027846	Henry Ricketts & Co.
Q98030089	Wadham, Ricketts & Co.
Q98031295	Richard Ricketts & Co.
Q980538	Sylva Autokits
Q98073540	Efim Maksimovich Khudi︠a︡kov
Q98076079	Grant Brothers Construction Company
Q981128	O-We-Go
Q98150475	Tamojit Dasgupta
Q983973	Windsor
Q98537516	Joth Hunt
Q98646495	Wagnerei
Q98648075	Wagnerei
Q98677122	Dr. Romeu
Q98794807	Faxabugtens D/S
Q98807219	Edna Piano and Organ
Q98824632	Zeppelin
Q98834150	Robert Murphy
Q98848095	Fides Inversa
Q98930155	Alpine F1 Team
Q98970785	Compton-Price Piano Co.
Q98973160	William Gilpin
Q990944	Brouhot vehicles
Q991021	BPD
Q991033	Brown Bros vehicles
Q991259	Rubycon Corporation
Q991278	Escape the Fate
Q99212771	Geoffrey Preston
Q992313	Renault Pars
Q99373440	John Jones
Q994284	Brush Electrical Engineering
Q994313	Brush Motor Car Company
Q99463590	David Jones
Q99482082	Canoo
Q99483630	Elvin T. Lim
Q994884	Bruvo vehicles
Q99535356	Secretary of War
Q99536296	Secretariat of the Navy
Q99536723	Secretary of Aeronautics
Q99543440	Oliver Neubert
Q99584765	Lazy Ass Destroyer
Q99587083	Toyota Motor Manufacturing Russia
Q99654462	Harry Heseltine
Q99670567	Czinger
Q997356	Buat vehicles
Q99745942	The Green Brothers
Q997560	Florentia
Q997650	Bucciali
Q99943201	Julian Murphet
Q999787	Buckler Cars
